3000000,3100000
3000000,3500000
3100000,3200000
3100000,3300000
3100000,3400000
3100000,3500000
3100000,3600000
3100000,3700000
3100000,3800000
3100000,3900000
3100000,4000000
3100000,4100000
3100000,4200000
3100000,4300000
3100000,4400000
3100000,4500000
3100000,4600000
3100000,4900000
3100000,5000000
3100000,5100000
3100000,5200000
3100000,5500000
3100000,5800000
3100000,5900000
3100000,6000000
3100000,6100000
3100000,6200000
3100000,6300000
3100000,6400000
3100000,6500000
3100000,6700000
3100000,6900000
3100000,7100000
3100000,7200000
3100000,7400000
3100000,7800000
3100000,8100000
3100000,8200000
3100000,9000000
3100000,10500000
3100000,11400000
3100000,11900000
3100000,12100000
3100000,12800000
3100000,12900000
3100000,38400000
3100000,51600000
3100000,55600000
3100000,61900000
3100000,68800000
3100000,72600000
3100000,73300000
3200000,3300000
3200000,3400000
3200000,3500000
3200000,3600000
3200000,3700000
3200000,3800000
3200000,3900000
3200000,4000000
3200000,4100000
3200000,4200000
3200000,4300000
3200000,4400000
3200000,4500000
3200000,4600000
3200000,4700000
3200000,4800000
3200000,4900000
3200000,5000000
3200000,5100000
3200000,5300000
3200000,5400000
3200000,5800000
3200000,5900000
3200000,6000000
3200000,6100000
3200000,6200000
3200000,6300000
3200000,6400000
3200000,6500000
3200000,6600000
3200000,6700000
3200000,6800000
3200000,7000000
3200000,7100000
3200000,7200000
3200000,7600000
3200000,7700000
3200000,7900000
3200000,8000000
3200000,8100000
3200000,8200000
3200000,8600000
3200000,8700000
3200000,9000000
3200000,10300000
3200000,10600000
3200000,10800000
3200000,10900000
3200000,11700000
3200000,12100000
3200000,12200000
3200000,12700000
3200000,25600000
3200000,25800000
3200000,27600000
3200000,37200000
3200000,37600000
3200000,38200000
3200000,40900000
3200000,41500000
3200000,59400000
3200000,61800000
3200000,61900000
3200000,62000000
3200000,62400000
3200000,63400000
3200000,64200000
3200000,65600000
3200000,74000000
3200000,74500000
3200000,87100000
3200000,91400000
3300000,3400000
3300000,3500000
3300000,3600000
3300000,3700000
3300000,3800000
3300000,3900000
3300000,4000000
3300000,4100000
3300000,4200000
3300000,4300000
3300000,4400000
3300000,4500000
3300000,4700000
3300000,4800000
3300000,5000000
3300000,5100000
3300000,5400000
3300000,5500000
